"idd","cluster","NK_cells_resting","Monocytes","Mast_cells_resting","Macrophages_M0","T_cells_regulatory_.Tregs.","T_cells_CD4_memory_resting","Dendritic_cells_resting","Macrophages_M1","B_cells_naive","T_cells_follicular_helper","T_cells_CD8","NK_cells_activated","T_cells_CD4_naive","Dendritic_cells_activated","Eosinophils","B_cells_memory","Mast_cells_activated","T_cells_gamma_delta","T_cells_CD4_memory_activated","Neutrophils","Plasma_cells","Macrophages_M2"
"DT_10_04","TME1",-0.38708831435276,-0.553789525342115,-0.62979751864378,-0.474826891443448,0.216531233510665,0.75144810286684,0.376304014412752,-1.29338102274783,-0.271011320974796,-0.780357161562707,-0.459169880922793,0.323292748382333,-0.0671156055214024,-0.103298673800991,-0.154511267983123,-0.252568887881971,-0.293138088150202,-0.354486267817776,-0.260793204394025,-0.378793231545418,0.601675954707371,0.646908297019128
"DT_19_20","TME1",0.539708987377053,-0.538073641666263,-0.210781616653989,-0.659943257602987,-0.605966682754474,0.483595488354793,0.833244357640975,0.249869084735677,-1.06287543910616,-0.835613750089974,0.495570415831153,-1.54611313587319,-0.0671156055214024,-0.103298673800991,-0.154511267983123,-0.252568887881971,-0.293138088150202,-0.354486267817776,-0.260793204394025,-0.378793231545418,-0.424129803170628,1.29300910890781
"DT_09_12","TME1",-0.38708831435276,-0.183882669306727,-0.571281094683991,-0.659943257602987,-0.721840030559286,1.69925141523129,1.24376542313738,-1.23870361512933,-0.593464849753936,-1.01265459188715,-0.366038208285325,-0.493915735972171,-0.0671156055214024,-0.103298673800991,-0.154511267983123,-0.252568887881971,-0.293138088150202,-0.354486267817776,-0.260793204394025,-0.378793231545418,-0.574931107402042,0.879579425613321
"DT_09_01","TME1",-0.38708831435276,-0.588871628625062,-0.580373310461848,-0.659943257602987,-0.613697786862629,1.6691315730114,1.50841020405248,-1.1841427876473,-0.907793885419815,-0.969690555138104,-0.557900893096719,-0.370817375561583,-0.0671156055214024,-0.103298673800991,-0.154511267983123,0.386534097672633,-0.293138088150202,-0.354486267817776,-0.260793204394025,-0.378793231545418,-0.552258493631547,1.08826263248179
"DT_09_25","TME1",-0.38708831435276,-0.476527083941147,-0.193579958868136,-0.659943257602987,-0.57845421611082,1.64341863828972,1.79588324338417,-0.932904874367292,-0.845988380488245,-0.757321177175481,-0.625911518226918,-0.185321364426493,-0.0671156055214024,-0.103298673800991,-0.154511267983123,-0.252568887881971,-0.293138088150202,-0.354486267817776,-0.260793204394025,-0.378793231545418,-0.527949242661875,0.59264854803708
"DT_09_19","TME1",-0.38708831435276,-0.408758339245674,-0.471939504743632,-0.659943257602987,-0.34933555433104,1.68853945583123,2.02540986201761,-0.742817301572139,-0.797010651086767,-0.779318821527826,-0.653840245235004,-0.301243550814433,-0.0671156055214024,-0.103298673800991,-0.154511267983123,-0.252568887881971,-0.293138088150202,-0.354486267817776,-0.260793204394025,-0.378793231545418,-0.491393602876878,0.555543266595105
"DT_09_27","TME1",-0.38708831435276,-0.504317794871441,-0.39818992608172,-0.659943257602987,0.526575607909232,1.55492705467097,2.04530690801833,-1.35756652675564,-0.100342058200218,-0.98790131818157,-0.613073961311758,-0.547561127939669,-0.0671156055214024,-0.103298673800991,-0.154511267983123,-0.252568887881971,-0.293138088150202,-0.354486267817776,-0.260793204394025,-0.378793231545418,-0.517081574007945,0.541230832269108
"DT_09_15","TME1",-0.38708831435276,-0.566481998103393,-0.591202942927917,-0.659943257602987,-0.520233453697132,1.63005203375487,2.56043006394744,-0.834876423712234,-0.147737117121842,-0.826367488150906,-0.237217123795592,0.257540885444775,-0.0671156055214024,-0.103298673800991,-0.154511267983123,-0.252568887881971,-0.293138088150202,-0.354486267817776,-0.260793204394025,-0.283347323978319,-0.537265080418194,-0.127075054588917
"DT_09_03","TME1",-0.38708831435276,-0.543786345845014,-0.676535463462607,-0.659943257602987,-0.721840030559286,2.10154577396005,3.7306221548161,-0.773961984967016,-0.662782107366822,-1.01265459188715,-0.460012550352446,-0.230386763508708,-0.0671156055214024,-0.103298673800991,0.178956041799425,-0.252568887881971,-0.293138088150202,-0.194755170098922,-0.260793204394025,-0.378793231545418,-0.356872932503941,-0.461050889595974
"DT_09_28","TME1",-0.38708831435276,-0.242629390808191,-0.573241766451557,-0.659943257602987,-0.564724925337321,1.66745163135017,2.4784592559571,-0.876901822154734,-1.12206932149597,-1.00618195702007,-0.554054900946954,0.0829845071452647,-0.0671156055214024,-0.103298673800991,-0.154511267983123,0.047669217776245,-0.293138088150202,-0.354486267817776,-0.260793204394025,-0.378793231545418,-0.609811766660867,0.66862704432825
