geneName,logFC,adj.P.Val,significance
SPINK1,5.244809646360034,2.0509385501193964e-7,UP Significant
ULK4,1.0799368729349976,2.0910046036043686e-7,UP Significant
SLC6A13,-1.3591630922308664,2.1059209837956888e-7,DOWN Significant
BICDL1,1.5746379083803412,2.1059209837956888e-7,UP Significant
PLGLB1,-2.295620410781056,2.1223944011918916e-7,DOWN Significant
ONECUT1,1.1153887290240017,2.1594309005892985e-7,UP Significant
CAT,-1.1686874490756258,2.209798281215998e-7,DOWN Significant
PMF1-BGLAP,1.0476295983814838,2.2608825378809404e-7,UP Significant
PLXNA1,1.2719667006125182,2.3108495505345546e-7,UP Significant
CDC25A,1.1114432727698715,2.4006541456166135e-7,UP Significant
NAMPT,-1.3981885933319855,2.433967614472198e-7,DOWN Significant
NDUFAF6,1.104090313342068,2.438092641663221e-7,UP Significant
SOX12,1.3862533766000413,2.4439953287468756e-07,UP Significant
LINC01831,-1.9294730080300164,2.5363216031218413e-7,DOWN Significant
STAMBPL1,1.20644481687262,2.7089288689797594e-7,UP Significant
P2RX4,1.321709695862105,2.8086788559537464e-7,UP Significant
USP11,1.023573095738774,3.02383809755575e-7,UP Significant
DUSP9,2.985582939271957,3.044510192025365e-7,UP Significant
ALDH8A1,-1.8626914328729915,3.068295583790206e-7,DOWN Significant
MCF2L,1.0205428584072656,3.091409344269436e-7,UP Significant
bP-21264C1.2,1.2869967361548211,3.1662424425508315e-7,UP Significant
MFAP3L,-1.3351900070697782,3.1720104395428376e-7,DOWN Significant
RNF43,1.8384150105510368,3.211523605324196e-7,UP Significant
MMP11,1.9984299711808913,3.2443888858760444e-7,UP Significant
F11,-1.4998383852120396,3.297614612835938e-7,DOWN Significant
LZTS2,1.3964066354063838,3.397044892110199e-7,UP Significant
C1orf162,-1.2354354699494743,3.4123118501373983e-7,DOWN Significant
PPA1,1.0978838332497256,3.412551138612801e-7,UP Significant
NUCB2,1.1913186219053662,3.5516410796715686e-7,UP Significant
SHBG,-2.1120404258914993,3.6862016548359037e-7,DOWN Significant
TEAD2,1.5992761154631332,3.8268650257897975e-7,UP Significant
CTD-2515O10.6,1.1966736160493474,3.8839951200381894e-7,UP Significant
ATP1B1,1.1463307477780393,3.9112748723006497e-7,UP Significant
MTSS2,1.2026295313001705,4.1513604980465807e-7,UP Significant
MTMR11,1.5785959680855663,4.3285425026699545e-7,UP Significant
AP001505.10,1.0673636933682664,4.392543863819058e-7,UP Significant
SLC44A3,1.2031569673162046,4.4048942240958545e-7,UP Significant
FPR1,-1.0517681896014508,4.4203009958644933e-7,DOWN Significant
SOX4,1.888547357984216,4.626217475187025e-7,UP Significant
NR1I2,-2.1587815157794257,4.674360674987798e-7,DOWN Significant
LINC01089,1.0010720127410733,4.6859082967874283e-7,UP Significant
RBM24,1.1133337749679924,4.724859516075886e-7,UP Significant
RP11-96C13.1,1.3322059660246066,4.911547594871729e-7,UP Significant
SCP2,-1.0931463363952911,4.959190243849217e-7,DOWN Significant
MPZL2,1.0338820306017782,4.98865338452139e-7,UP Significant
FZD6,1.1369553737317661,5.052072934502129e-7,UP Significant
ZNF320,1.3343168877207534,5.137505981628567e-7,UP Significant
KCNK5,-1.61981324515824,5.157619097643632e-7,DOWN Significant
SHMT1,-1.4107002696010431,5.29392798981433e-7,DOWN Significant
ALS2CL,1.0360040829904058,5.326719561235045e-7,UP Significant
GBP7,-2.012357265309753,5.332597870781794e-7,DOWN Significant
BSG-AS1,1.2263685474347463,5.509278999832709e-7,UP Significant
FANCE,1.0781272890948301,5.532702944581675e-7,UP Significant
ADRA1A,-2.0033086334679906,5.731428021585437e-7,DOWN Significant
GSTA2,-2.793764826240258,5.736783499995238e-7,DOWN Significant
TOX3,1.196231544936951,5.798158060293044e-7,UP Significant
LGALS3,1.9246824306254324,5.833218894978471e-7,UP Significant
CCDC28B,1.7769123923189243,5.833218894978471e-7,UP Significant
SMAGP,1.2423353103325008,5.89391387446192e-7,UP Significant
PEX6,1.5023858329121627,5.955038903533047e-7,UP Significant
RP11-1055B8.1,1.2508352574209194,6.027725274335832e-7,UP Significant
GRHPR,-1.2143474644750167,6.092321001445762e-7,DOWN Significant
IGF2BP1,1.8857167886671289,6.242089078596475e-7,UP Significant
KDM5B,1.289467611829737,6.474589282102842e-7,UP Significant
FAH,-1.0695001083278681,6.550225593451887e-7,DOWN Significant
SERPINA4,-1.4459688207241355,6.605321112120439e-7,DOWN Significant
ST8SIA6-AS1,2.0772625737603603,6.984146766459495e-7,UP Significant
ZFAS1,1.3754084702175176,7.028224064755153e-7,UP Significant
SARDH,-1.2819876542978292,7.035349923694525e-7,DOWN Significant
PDGFRA,-1.2947229067300816,7.181802401750774e-7,DOWN Significant
SFI1,1.025797799917444,7.216343494021629e-7,UP Significant
NIPAL2,1.2946142083803103,7.249989126064569e-7,UP Significant
H2BC11,1.130249331891351,7.35471999262435e-7,UP Significant
CDC7,1.1805118434767015,7.442451351513178e-7,UP Significant
ALPL,-1.7121023234016755,7.510652167291224e-7,DOWN Significant
FKBP11,1.174196219394827,7.558782279644736e-7,UP Significant
GPRIN1,1.0638263247810964,7.69468621016865e-7,UP Significant
CELSR3,1.1966131192275906,7.820252317728146e-7,UP Significant
HOOK3,1.0617947186727112,7.8651157259516e-7,UP Significant
KHDRBS3,1.055182223818762,7.870360001013965e-7,UP Significant
GRB7,1.2385616378778517,7.917634223088654e-7,UP Significant
GPR160,1.465943581408872,7.926539253752959e-7,UP Significant
STAT1,1.248108565001191,8.073091794620971e-7,UP Significant
RABL6,1.097216563735266,8.090311070228109e-7,UP Significant
ELOVL6,-1.2093781757320068,8.180488914181764e-7,DOWN Significant
HRCT1,1.4481915624896913,8.29683936686238e-7,UP Significant
LBX2,1.1722903515314325,8.457421209660237e-7,UP Significant
TP53,1.2847621580558064,8.647872396581828e-7,UP Significant
P4HA1,1.4659596355557794,8.694832982758574e-7,UP Significant
NPAS2,1.2523289727569733,9.084120182732243e-7,UP Significant
ACYP1,1.0135718326666676,9.151339241369096e-7,UP Significant
NPSR1-AS1,1.0273993230296672,9.27241421262037e-7,UP Significant
PXYLP1,1.1388148590306753,9.68670081668321e-7,UP Significant
LPCAT1,1.3487655628925879,9.689246855746464e-7,UP Significant
MAP2,1.5388268235938425,9.745601797687601e-7,UP Significant
ARL6IP6,1.2086007067559688,1.0107360631565626e-6,UP Significant
SCG5,-1.0340514401092358,1.020189869114696e-6,DOWN Significant
PRKAA2,1.055982847523436,1.02157767553054e-6,UP Significant
PTDSS2,1.0799134602064113,1.0546507173267208e-6,UP Significant
STX3,1.1223078161340883,1.0626596794243406e-6,UP Significant
AC007405.6,1.0364747913800416,1.0760292858202303e-6,UP Significant
H2BC21,1.0313054180406502,1.089141842801353e-6,UP Significant
ALDH6A1,-1.37170911836321,1.0980467894271872e-6,DOWN Significant
CSKMT,1.1818927711459009,1.1105127874943425e-6,UP Significant
PCK2,-1.2996114265813787,1.120950561675848e-6,DOWN Significant
MYO15B,1.0326747745152085,1.1738986895910495e-6,UP Significant
PLA2G4C,1.159884346090828,1.1882053528614603e-6,UP Significant
MYRF,1.2405185745686325,1.1902459327043462e-6,UP Significant
ZFAT,1.2786781702329812,1.1951600311374391e-6,UP Significant
SMOX,1.374323391251126,1.2009871529830107e-6,UP Significant
MAD2L1BP,1.3998412773299327,1.2338713346785822e-6,UP Significant
SLC25A6,1.1238072123484049,1.2491224102169038e-6,UP Significant
HTATIP2,1.0687962305125076,1.250629990685554e-6,UP Significant
A1BG,-1.6958095515473426,1.2740750232578774e-6,DOWN Significant
ANKRD29,1.0755918935570232,1.303903105929576e-6,UP Significant
MASP1,-1.1639492154189295,1.306395370812075e-6,DOWN Significant
SULT1A3,1.0437861900496075,1.3095934049400835e-6,UP Significant
ZNF28,1.3718088782936055,1.3164721102668305e-6,UP Significant
FBLN7,1.1735848370625486,1.3276052759672853e-6,UP Significant
LINC01018,-2.642559176114849,1.3503108278141198e-6,DOWN Significant
PHGDH,-1.9578398116685802,1.3869180350254238e-6,DOWN Significant
PPT1,1.0429457872116594,1.3935959427818715e-6,UP Significant
NRG1,-1.2515632589817043,1.4040160586647598e-6,DOWN Significant
CLEC14A,1.0428598171338792,1.438030191951046e-6,UP Significant
TES,1.0907591146178244,1.4420478775180333e-6,UP Significant
ACOX2,-1.0743184307208438,1.4975144239527846e-6,DOWN Significant
MFSD10,1.3961008116091111,1.5452277853808348e-6,UP Significant
KHK,-1.0578738817026814,1.5580764009607796e-6,DOWN Significant
TPM2,1.2938124443139292,1.5618243587999158e-6,UP Significant
SPRING1,1.171182181112532,1.574511408977382e-6,UP Significant
ACSL1,-1.6610044432370348,1.5815075382472543e-6,DOWN Significant
RP13-122B23.13,1.0147565703701802,1.6248940004712493e-6,UP Significant
SULT1A2,-1.1592416879679002,1.6333287473182554e-6,DOWN Significant
INPPL1,1.080206055511396,1.6639256044990034e-6,UP Significant
CRNDE,1.4486489104231597,1.668562106622012e-6,UP Significant
PDGFA,1.4494868547771385,1.6765197014541553e-6,UP Significant
NXPH4,1.615664682485611,1.7006615786869628e-6,UP Significant
B3GALNT1,1.0569573038116697,1.7307106373474958e-6,UP Significant
FLVCR1-DT,1.1177549466686352,1.8370824064203148e-6,UP Significant
LRRC1,1.4597430194965542,1.8581674342215096e-6,UP Significant
FTCD,-2.2736191793758342,1.940606381927259e-6,DOWN Significant
CFHR4,-1.6986847103954124,1.945149721181723e-6,DOWN Significant
ADH1C,-3.447144186931788,1.957115965015657e-6,DOWN Significant
SEPTIN5,1.3043038906936286,1.959339211394354e-6,UP Significant
HES4,1.3057300176062872,1.9605459874833528e-6,UP Significant
ADH1B,-3.0243191481404326,1.961535833303947e-6,DOWN Significant
SSUH2,1.6173792685054043,2.0775094020275942e-6,UP Significant
CLYBL,-1.0624546758561717,2.1289204986099142e-6,DOWN Significant
SLC41A1,1.3308127302182358,2.1336473048682484e-6,UP Significant
EVA1B,1.0736691401667136,2.1452557228746747e-6,UP Significant
DUSP1,-1.2150035292303416,2.1673467219907795e-6,DOWN Significant
LAPTM4B,1.9635785453742973,2.1928841544291354e-6,UP Significant
DERPC,1.2134298884725965,2.198973572163961e-6,UP Significant
TMEM45B,1.7410470321202394,2.2095608461902216e-6,UP Significant
RBP5,-1.2585985383840548,2.2307885697257787e-6,DOWN Significant
PGLYRP2,-2.627789398928111,2.2371441258444017e-6,DOWN Significant
USP27X,1.123686738835664,2.2919341311263784e-6,UP Significant
SLC46A3,-1.8263514828653564,2.3501906460712026e-6,DOWN Significant
RHOF,1.1967558125494624,2.4188661450063122e-6,UP Significant
RP6-65G23.3,1.014632482128042,2.5391811859791176e-6,UP Significant
EPPK1,1.603905203272779,2.580162280536139e-6,UP Significant
CYP2B7P,-2.4302490097604794,2.6178568222885683e-6,DOWN Significant
MOGAT3,1.154729714906003,2.6610608928623556e-6,UP Significant
MCTP1,1.3114564863297689,2.7000308881029067e-6,UP Significant
MRPS18A,1.3170110804351216,2.73546102735512e-6,UP Significant
BHMT,-2.6832024085605246,2.7566746267993864e-6,DOWN Significant
DAO,-1.9156769789786625,2.7918984726525096e-6,DOWN Significant
EMILIN2,1.3680958721244316,2.793031752846721e-6,UP Significant
ADAMTSL2,-1.546862512779632,2.8015637696307674e-6,DOWN Significant
CLSTN1,1.3358932555841068,2.87335116158845e-6,UP Significant
EXT1,1.0050769028879643,2.9312966449720558e-6,UP Significant
HP,-2.9967640571294467,2.9834655477214433e-6,DOWN Significant
CYP2C18,-1.8068414300742273,3.0361297287105546e-6,DOWN Significant
QSOX2,1.0191881307751904,3.1760008631019557e-6,UP Significant
LINC02163,1.067831786244752,3.2135777476985365e-6,UP Significant
LINC02575,1.1133456776142765,3.2458795845617948e-6,UP Significant
RN7SL3,1.927707369971675,3.3919881003286085e-6,UP Significant
CBX5,1.0936158611198215,3.3948398625594585e-6,UP Significant
HAO1,-2.0463924605630845,3.405440020872882e-6,DOWN Significant
LEF1,1.5755612440537934,3.4616010849025442e-6,UP Significant
LY6E,-2.3994460085592806,3.464032610353766e-6,DOWN Significant
MARCKS,1.5762860923104638,3.46772087951716e-6,UP Significant
NPNT,1.7918657727063763,3.469675499001549e-6,UP Significant
LNCAROD,1.432065564194489,3.4767147619982027e-6,UP Significant
COLCA2,1.1742449628013258,3.4929055111414615e-6,UP Significant
DANCR,1.092579333960133,3.6114573176706334e-6,UP Significant
TBX3,1.6438283046484097,3.6471132192086077e-6,UP Significant
PROZ,-1.5493240247543603,3.656048214683831e-6,DOWN Significant
RP11-116D2.1,-1.3544988883473144,3.900161980612518e-6,DOWN Significant
CCDC71L,-1.085588021301489,3.9795229596712505e-6,DOWN Significant
RPL41P2,1.25230377832309,4.013374599486413e-6,UP Significant
RP11-545E17.3,1.1276957383201407,4.155109316766316e-6,UP Significant
JAG1,1.2444395818865408,4.1620547061144945e-06,UP Significant
AIF1L,1.3053411601168854,4.363709994033879e-6,UP Significant
SLC39A10,1.0999498149875375,4.415320669038844e-6,UP Significant
TPM1,1.0599268922420144,4.437348183299007e-6,UP Significant
THBS1,-1.4364852526371092,4.56414093259796e-6,DOWN Significant
CCL18,1.2323194242771005,4.6733316087204245e-6,UP Significant
CDCA7L,1.1547401211065365,4.674455737116349e-6,UP Significant
SNRPEP4,1.1104995759168776,4.7276375929680895e-6,UP Significant
BASP1,-1.0296839795700063,4.835238788887875e-6,DOWN Significant
H2AC6,1.1715095886305518,4.933202616853361e-6,UP Significant
TRIM71,1.3923758429550765,4.969029199472401e-6,UP Significant
SAMHD1,1.0089808639886741,5.123543577985563e-6,UP Significant
PYROXD2,-1.1117856866622366,5.174217544565681e-6,DOWN Significant
RPLP1,1.0315150986667039,5.18122982638909e-6,UP Significant
RAB3D,1.0071946476647542,5.193061474601718e-6,UP Significant
KAZALD1,1.1215568686537445,5.226036988391044e-6,UP Significant
RTL8C,1.211986701592636,5.284880740147522e-6,UP Significant
CPE,1.4638023256388553,5.343745611171061e-6,UP Significant
CCDC3,-1.0871997680413061,5.387294478741776e-6,DOWN Significant
FNDC5,-1.943290676569665,5.388857346252711e-6,DOWN Significant
EGR1,-1.6871324789777598,5.544856846290961e-6,DOWN Significant
DKK3,1.0905722731078589,5.697805406122877e-6,UP Significant
POLH,1.124989479778734,5.792850922118793e-6,UP Significant
RDH10,1.0072848536116399,5.807303026589352e-6,UP Significant
CD163L1,1.2857798815136747,5.885144567150235e-6,UP Significant
KLHDC8B,1.2468591816360508,5.9436683453226e-6,UP Significant
IKBKE,1.075903767081095,5.9848886422468705e-6,UP Significant
LINC02365,1.1140566792321125,6.1192862667429326e-6,UP Significant
DLK2,1.0156726800464135,6.124758766148521e-6,UP Significant
SCPEP1,1.0145066804776044,6.132084056728401e-6,UP Significant
ADGRA3,-1.0151570410931217,6.139369071349638e-6,DOWN Significant
PCED1A,1.0457723226326725,6.194448779439249e-6,UP Significant
CDC37L1-DT,-1.2358730861368543,6.203598485963825e-6,DOWN Significant
ACSM5,-2.067817812776062,6.2509472181999825e-6,DOWN Significant
UNC119,1.2235155513580662,6.319830139432275e-6,UP Significant
MSI1,1.5225030279670848,6.427032161865664e-6,UP Significant
KCTD17,1.4838695602339873,6.558915924191264e-6,UP Significant
LINC02882,1.7350410970485304,6.608738206899474e-6,UP Significant
ACSS1,1.224031121700127,6.622893281633081e-6,UP Significant
BIRC3,1.3977556942409233,6.77586560729632e-6,UP Significant
MYL6B,1.271707195386735,6.902922295018866e-6,UP Significant
TLX1,1.1266595643955755,7.104638481424316e-6,UP Significant
SIPA1L2,1.301225540364513,7.10474048480083e-6,UP Significant
PLGLB2,-2.605744158063188,7.161263846986581e-6,DOWN Significant
HOXA-AS2,1.1855339103705105,7.764163639258511e-6,UP Significant
RPL39L,1.9870395262696603,7.822721456978722e-6,UP Significant
CD81,-1.4206323647363055,7.854138137332275e-6,DOWN Significant
TREH,-1.2683178863184539,7.856198015569356e-6,DOWN Significant
DDAH2,1.001685239079796,7.903175406140044e-6,UP Significant
SINHCAF,1.1837683697227008,7.94964670060113e-6,UP Significant
LSP1P5,1.4758342910435422,8.096688302812031e-6,UP Significant
SPAG4,1.3637362320379056,8.25982797161465e-6,UP Significant
ZNF232-AS1,1.0836890740053369,8.343570682892293e-6,UP Significant
ALB,-2.625175058374243,8.683124865851065e-6,DOWN Significant
MT1P3,-1.1716556798796787,8.750718803218908e-6,DOWN Significant
TTC9,1.3045201080398483,8.908905301649584e-6,UP Significant
DBNDD1,1.4688283436458545,8.92581238842417e-6,UP Significant
BLVRA,1.322956893455871,9.16483899854182e-6,UP Significant
ATP8B2,1.1356602009343288,9.276916432826827e-6,UP Significant
NAT14,1.2594173598715095,9.276916432826827e-6,UP Significant
C20orf204,1.584322169549057,9.662850203717121e-6,UP Significant
UPB1,-1.9845639767808247,1.0394797073940341e-5,DOWN Significant
RP11-434D9.1,-2.0472440942962176,1.0603047331702978e-5,DOWN Significant
ZNF496,1.2810922533402989,1.073886356063911e-5,UP Significant
FAM241B,1.1750537512307622,1.0937825447557289e-5,UP Significant
NRCAM,1.2554206697669863,1.0949593485484927e-5,UP Significant
TRPM8,-1.5147622224991553,1.1018071593344626e-5,DOWN Significant
ADH1A,-2.288030910296018,1.1063944581750864e-5,DOWN Significant
IYD,-1.452686269097686,1.1088785039708236e-5,DOWN Significant
DBN1,1.6857186890486424,1.1101646419420105e-5,UP Significant
TMEM132A,1.654706254949872,1.1251091479375383e-5,UP Significant
PSIP1,1.0214842268913875,1.1706501325866234e-5,UP Significant
SNX7,1.1358576530294062,1.195173605893308e-5,UP Significant
PDGFRL,1.07141911616446,1.2361682623158986e-5,UP Significant
AC004862.6,-1.4768538925733088,1.2517326634516535e-5,DOWN Significant
LCN2,2.2419380778098663,1.2555369445318843e-5,UP Significant
LDHD,-1.572538450308258,1.2739581617078937e-5,DOWN Significant
PTGDR2,1.283470335965784,1.2900119455338259e-5,UP Significant
ARHGEF2,1.4565445910226964,1.2979333218820664e-5,UP Significant
RP11-285F7.2,1.0071788886698343,1.3219283592512055e-5,UP Significant
RP11-476K15.1,1.0875141407844695,1.3333899370131585e-5,UP Significant
PITPNA-AS1,1.0596420682021512,1.3398663369105477e-5,UP Significant
AVPR1A,-1.6703709145914423,1.3441539817328608e-5,DOWN Significant
PHYH,-1.0183182419276857,1.3739724527083203e-5,DOWN Significant
SIAH2,1.003824535453468,1.3895864322156281e-5,UP Significant
HMGN5,-1.0096265148675454,1.4013365481399652e-5,DOWN Significant
ALPK3,1.2080673931219326,1.4026352834571756e-5,UP Significant
MAPK8IP2,1.0211516571700356,1.40694930521983e-5,UP Significant
IL33,-1.268570553796253,1.4146711477341655e-5,DOWN Significant
SLC1A3,1.1542608902346883,1.4153522184355765e-5,UP Significant
TDGF1,1.3524328069058016,1.4784229451985996e-5,UP Significant
FASN,1.2723446636637172,1.479792030319553e-5,UP Significant
CYP8B1,-2.707281648818017,1.4924454427571064e-5,DOWN Significant
MAMDC4,-1.0526944577657265,1.4972856697262704e-5,DOWN Significant
ECHDC2,-1.0379926118976934,1.4976221236506684e-5,DOWN Significant
SEMA3B,1.4476129900358081,1.5000400666571234e-5,UP Significant
IRF8,-1.15871754985896,1.5025167685560273e-5,DOWN Significant
ENPEP,-1.0160806943124325,1.5211929753291255e-5,DOWN Significant
C11orf96,-1.3369885962855204,1.5286800519473927e-5,DOWN Significant
ADAMDEC1,1.064467245400614,1.5492915094411796e-5,UP Significant
CIB2,1.2106107486252051,1.555681720169398e-5,UP Significant
ADHFE1,-1.0039570436837142,1.5722379277708215e-5,DOWN Significant
LDB1,1.066543702614657,1.5725912270122297e-5,UP Significant
SIGIRR,-1.431496890538737,1.612124573584325e-5,DOWN Significant
ACAT1,-1.1142379194549337,1.6233070938470442e-5,DOWN Significant
CYB561,1.1619591184649725,1.6250986725447316e-5,UP Significant
PABPC1L,1.1554150530899525,1.6438548411830563e-5,UP Significant
CTB-58E17.10,1.1507711216392444,1.65251017929653e-5,UP Significant
ENSG00000277005,1.1507711216392444,1.65251017929653e-5,UP Significant
VEGFA,1.0001070964179144,1.6547410348095522e-5,UP Significant
SPHK1,1.7190203625075522,1.6577596226658584e-5,UP Significant
HEPN1,-1.7769990390895707,1.6602851665581708e-5,DOWN Significant
RPS23P8,1.0867448152245007,1.699823774950769e-5,UP Significant
SLC51B,1.41051017516808,1.725691713857244e-5,UP Significant
ISX,1.3990383744633166,1.7491628774260488e-5,UP Significant
BAIAP2L2,1.4889770461989456,1.7546730075989533e-5,UP Significant
EEF1A2,2.336969466709408,1.8646795666786195e-5,UP Significant
ACOT12,-1.5074411493326756,1.879377036030658e-5,DOWN Significant
NPB,1.9980150212883585,1.8858718338852165e-5,UP Significant
NMRAL2P,1.0033407889230581,1.9186495653856285e-5,UP Significant
PFKFB1,-1.242715562187473,1.997413570550697e-5,DOWN Significant
RP11-274N19.4,2.0499577235378785,2.0212094394648015e-5,UP Significant
CAMK2N2,1.0520538622021145,2.037039960472323e-5,UP Significant
SELENOP,-1.1563915757895735,2.038757665275535e-5,DOWN Significant
ICA1,1.0917219728698648,2.0412085579599295e-5,UP Significant
SLX1B,1.0007791293541737,2.0704314067869846e-5,UP Significant
IL17D,1.051933285094687,2.0898379886442225e-5,UP Significant
KLB,1.2976492750572879,2.097573245663627e-5,UP Significant
DCXR,-1.6930170101831674,2.1622487493674765e-5,DOWN Significant
PKM,1.6517587431947147,2.215949341368325e-5,UP Significant
LTBP2,1.0927454089296922,2.2176470093342114e-5,UP Significant
PCGF2,1.222490173294054,2.223810387092733e-5,UP Significant
TMEM198,1.0847615487487738,2.253314291884445e-5,UP Significant
FAP,1.042735405151414,2.258659554581718e-5,UP Significant
FABP4,1.3346201596452227,2.2604057313872485e-5,UP Significant
ABCA8,-1.1079939645479322,2.2605315336803325e-5,DOWN Significant
HOXA3,1.0316537158060521,2.2625203369419196e-5,UP Significant
MS4A7,-1.124374036029673,2.2838203466743962e-5,DOWN Significant
NAT8,-1.5949820166343849,2.3143910279040843e-5,DOWN Significant
S100P,1.9797795353529923,2.3344012215793432e-5,UP Significant
STEAP2,1.0678896697101794,2.3577334247578334e-5,UP Significant
C15orf48,1.4477170279218345,2.3828385696077527e-5,UP Significant
COL7A1,1.233986722090457,2.382990349926904e-5,UP Significant
TNFAIP8,1.1785593730274615,2.4331919527437857e-5,UP Significant
ZNF532,1.0143907299756854,2.4432947577635273e-5,UP Significant
GPNMB,1.1891153090027426,2.4442562940128297e-5,UP Significant
PLG,-2.02119753368895,2.5089751175387632e-5,DOWN Significant
HID1,1.0628738192139293,2.51015161686353e-5,UP Significant
PFKFB3,-1.4239188196477714,2.5413116623950296e-5,DOWN Significant
PGC,3.207728363109553,2.5621786984341905e-5,UP Significant
PKN1,1.2572322721573292,2.5834392489738732e-5,UP Significant
CYP2C9,-3.126784285559747,2.6774224939456182e-5,DOWN Significant
USP43,-1.1035120279686224,2.6972802980753614e-5,DOWN Significant
LINC01234,1.3200567128705216,2.7852405453284184e-5,UP Significant
HPX,-2.20903508877549,2.9029304838223077e-5,DOWN Significant
LOXL4,1.7149389627202596,2.9581625442183887e-5,UP Significant
CEBPA,1.5624604319584536,2.9894812019750027e-5,UP Significant
ITGB4,1.0250258414749083,3.011654265886928e-5,UP Significant
MEX3A,1.2358788710713713,3.0434017046292296e-5,UP Significant
ID1,-1.6494588752256867,3.0727483354188243e-5,DOWN Significant
PIMREG,1.1541822116662075,3.095495503717316e-5,UP Significant
LYPD1,1.44187793104342,3.107254700861162e-5,UP Significant
HSD17B6,-2.0282204540419038,3.119787934590553e-5,DOWN Significant
CEBPA-DT,1.0100469050655831,3.237129875380898e-5,UP Significant
UGT1A4,-2.8572956066439854,3.239291052347508e-5,DOWN Significant
DBNDD2,1.3231358286286974,3.277073037966106e-5,UP Significant
CXCL11,1.0460577306341152,3.305759780888466e-5,UP Significant
SHISA4,1.2644682291285456,3.533463949836033e-5,UP Significant
SSX1,1.8165965147266847,3.610359966372163e-5,UP Significant
MAPK13,1.5830221990079276,3.712201367429081e-5,UP Significant
AR,-1.2222803820574204,3.763327066121802e-5,DOWN Significant
SP5,1.3438206295090958,3.8432601896990345e-5,UP Significant
PDK4,-2.124198991323035,3.886415718612297e-5,DOWN Significant
PLIN1,-1.2384201966148938,3.923419869098021e-5,DOWN Significant
WNK4,1.3679307538759402,3.947436520984737e-5,UP Significant
CENPV,1.105065651898705,3.9501400061271166e-5,UP Significant
ALDOB,-2.5297438637628247,3.986543384255523e-5,DOWN Significant
BCAM,1.622416107784403,4.0338134295680885e-5,UP Significant
TMEM91,1.0268198886869007,4.315093518239908e-5,UP Significant
MPPED1,-1.1974476517492816,4.340290195800691e-5,DOWN Significant
AQP9,-2.312257366162603,4.349467184614572e-5,DOWN Significant
HBA1,-1.550586673688311,4.360902755140806e-5,DOWN Significant
ST14,1.571277700137907,4.432817982668269e-5,UP Significant
GREB1,1.2831653924620445,4.456818189774722e-5,UP Significant
CD163,-1.2578327622681393,4.500739462774116e-5,DOWN Significant
IFI30,1.1800443101871814,4.531718967986834e-5,UP Significant
CASC9,1.2198313221705555,4.5747928956169835e-5,UP Significant
SRC,1.6261608289669167,4.636291674692458e-5,UP Significant
ITIH4,-1.8494782314841949,4.6405016511160014e-5,DOWN Significant
IGLV7-43,-1.0683533816332365,4.7257856981747e-5,DOWN Significant
GABRE,1.1042840189555378,4.808170179006152e-5,UP Significant
POLR1C,1.21803320385196,4.8971986319843964e-5,UP Significant
SLC27A2,-1.4244969054651229,4.9195546885399744e-5,DOWN Significant
TUBB2A,1.0497065081913508,4.96928847856417e-5,UP Significant
IL6R,1.18362403862234,5.353879071272523e-5,UP Significant
SEMA4G,1.0500650812687757,5.574587391160312e-5,UP Significant
RTN2,1.104861801278254,5.6119145801619566e-5,UP Significant
INAVA,1.7227364422799814,5.713008954018405e-5,UP Significant
FAM83G,1.0414314195108587,5.8043502198900744e-5,UP Significant
SLC6A8,1.5567285072910817,5.8863755802159e-5,UP Significant
GPT,-1.6014419714392139,5.911521440205722e-5,DOWN Significant
DCDC2,1.5185777319837566,5.916065137335527e-5,UP Significant
C1S,-1.51144768505708,5.977944591488133e-5,DOWN Significant
RP11-466H18.1,1.0196082183336364,5.99029140716362e-5,UP Significant
ENTPD2,1.0309126491302991,6.0339208468527366e-5,UP Significant
ADM,-1.1682678715636143,6.0478994235458346e-5,DOWN Significant
PON3,-1.333428007540034,6.062325248047743e-5,DOWN Significant
KMO,-1.3431788489890546,6.0930309730546306e-5,DOWN Significant
SYNE4,1.0754096915602986,6.202424105101129e-5,UP Significant
ABHD17C,1.0065399710435297,6.231867575904423e-5,UP Significant
TERT,1.839165605774794,6.311998851100243e-5,UP Significant
CBX2,1.1761379960821636,6.359309425063682e-5,UP Significant
SEC14L2,-1.7300137420915052,6.441979957726305e-5,DOWN Significant
DQX1,1.1309790895589649,6.466262307157396e-5,UP Significant
OXT,-1.964549362036405,6.47100655582143e-5,DOWN Significant
AC007009.1,1.0349545455172744,6.592506775374454e-5,UP Significant
RP11-555E18.2,1.2040862228025848,6.703874319277578e-5,UP Significant
ODC1,1.3372370346137572,6.802379907283249e-5,UP Significant
RGN,-1.382136909072436,6.860698282445919e-5,DOWN Significant
SNRPGP10,1.207720924615443,6.865503702017055e-5,UP Significant
NID1,1.0317320023872654,7.121719969570525e-5,UP Significant
CCDC170,1.0026295435662813,7.124813487048744e-5,UP Significant
BEX2,2.285521085086931,7.619200732116678e-5,UP Significant
C4orf48,1.4836013856525039,7.621633728511983e-5,UP Significant
SLC9A3-AS1,1.0904040124347676,7.77854733833235e-5,UP Significant
COX7B2,2.423335189058615,7.798675175862854e-5,UP Significant
PPP1R1A,-1.991964367832452,8.045517424182804e-5,DOWN Significant
SLC44A5,1.0396148782965249,8.228949135588455e-5,UP Significant
