geneName,logFC,adj.P.Val,significance
C14orf119,1.1163911260748396,6.592589583763527e-21,UP Significant
COPE,1.0896185053241672,6.592589583763527e-21,UP Significant
SF3A2,1.571490165563981,6.593175046645049e-21,UP Significant
EIF2B4,1.043748525183978,6.6359745260840434e-21,UP Significant
RPP40,1.4159013033138517,6.670212307707297e-21,UP Significant
ARPC2,1.1084250013277401,6.793112942634686e-21,UP Significant
PPM1G,1.2469451049013514,6.827574833200717e-21,UP Significant
MAPK3,1.555577994936225,6.950852477079524e-21,UP Significant
KDM8,-2.534280507776992,7.01450365167505e-21,DOWN Significant
CNDP1,-3.182076826502392,7.077416369332766e-21,DOWN Significant
ESF1,1.083146830856567,7.13449568160839e-21,UP Significant
DAG1,1.0912265876163438,7.560369218509138e-21,UP Significant
DAZAP1,1.0815640991230948,7.613234467593967e-21,UP Significant
RO60,1.0462747086015802,7.695270536678652e-21,UP Significant
C14orf93,1.265261816343535,7.708113768835849e-21,UP Significant
CAMK2G,1.1482709081568163,7.945359087747934e-21,UP Significant
CDKN2C,1.9807815784534337,8.027952384959582e-21,UP Significant
TTC37,1.195545303883315,8.056663386911783e-21,UP Significant
SCAF1,1.0815032828311852,8.163749077410814e-21,UP Significant
SLC46A1,1.2638939899526926,8.451720201700075e-21,UP Significant
CDCA8,1.8660927332776847,9.231468521996194e-21,UP Significant
H2AZ1,1.6753339127876332,9.358686696215352e-21,UP Significant
BPNT1,1.3075210651900462,9.412356799163442e-21,UP Significant
AREL1,1.2320233341279307,9.86043831128708e-21,UP Significant
KATNB1,1.2034093257168712,9.969160009044632e-21,UP Significant
PSMD10,1.2438475745600304,1.0119600994825831e-20,UP Significant
UBFD1,1.1561818098353056,1.0142250779741799e-20,UP Significant
EPRS1,1.3834854272844268,1.0222280773989052e-20,UP Significant
PGS1,1.4109894638326328,1.037247620251493e-20,UP Significant
GOLGA3,1.320316381839015,1.097203393165287e-20,UP Significant
ESR1,-2.1522925271101165,1.112434464108857e-20,DOWN Significant
DNAJC5,1.6145725340469723,1.1714569145603679e-20,UP Significant
BOLA2-SMG1P6,1.3376847491105166,1.204658564109574e-20,UP Significant
CNOT11,1.5829996619867885,1.2508541709212801e-20,UP Significant
KAT7,1.2966549292130467,1.2882587507674339e-20,UP Significant
WASH9P,1.0950453066755172,1.334761906509357e-20,UP Significant
VARS1,1.0134245905633272,1.3374045194245172e-20,UP Significant
GPR108,1.034918796172109,1.3819254413378644e-20,UP Significant
GBP2,1.9280805225744255,1.3902800294875847e-20,UP Significant
STRBP,1.444818717604951,1.435304231380306e-20,UP Significant
LSM14A,1.045952863599608,1.45229233596626e-20,UP Significant
INTS7,1.4495215422092151,1.4936148640373172e-20,UP Significant
HAX1,1.1374165874702609,1.5724552986586733e-20,UP Significant
NAE1,1.0786710737515772,1.6552378243459824e-20,UP Significant
RBM19,1.1584090316055211,1.672767238117001e-20,UP Significant
C7orf25,1.127200435030879,1.7084379734328065e-20,UP Significant
RNF34,1.270986711728801,1.7649375709202042e-20,UP Significant
LINC01488,-1.169010108405952,1.7694528871970614e-20,DOWN Significant
GPBP1,1.0814764545848146,1.782668169785254e-20,UP Significant
SRPX,-1.9008157479998624,1.83839648725975e-20,DOWN Significant
RABIF,1.2547671408585752,1.8524866131792304e-20,UP Significant
SCAP,1.087510551287207,1.8969433998891486e-20,UP Significant
BTBD2,1.2483535538372101,1.9478479678412503e-20,UP Significant
C1orf112,1.3783928833265366,1.950755458891382e-20,UP Significant
ABCD1,1.3778020718238917,1.971007652069843e-20,UP Significant
OLA1,1.6335881739999936,1.971007652069843e-20,UP Significant
MAVS,1.680645830769308,1.9811423277804064e-20,UP Significant
UCK2,1.7797230718226182,2.0008280109490995e-20,UP Significant
WRNIP1,1.2525473380297742,2.0103825436191693e-20,UP Significant
BTN3A1,1.1298205043305138,2.0631603037209047e-20,UP Significant
UBE2O,1.3263468095349422,2.0721716341257826e-20,UP Significant
GNA12,1.617246310069111,2.1152699859040385e-20,UP Significant
MT1F,-4.658158153875131,2.1346324373399833e-20,DOWN Significant
A2M-AS1,-1.210982882962336,2.1384727103271378e-20,DOWN Significant
SNRPA,1.3341360367830015,2.1672175994213436e-20,UP Significant
C8orf76,1.5593468823754728,2.205242943913109e-20,UP Significant
CBX4,1.4522782746837453,2.310598933310572e-20,UP Significant
MAP3K13,1.1513366528484332,2.3473616920793057e-20,UP Significant
KIAA1522,1.9106437389534063,2.4238826504035736e-20,UP Significant
PNPLA7,-1.1314823709684272,2.4782201298607645e-20,DOWN Significant
NDOR1,1.4527037004277004,2.5019667316572975e-20,UP Significant
HCFC1,1.3578862068418251,2.6096867644212382e-20,UP Significant
RFC1,1.294752766445208,2.69095178408693e-20,UP Significant
DNAH14,1.6690652989253754,2.692305605320001e-20,UP Significant
PRKRIP1,1.215868226000346,2.71329355441831e-20,UP Significant
ZFP41,1.8058686459779922,2.84902166891845e-20,UP Significant
LIG3,1.2105956884888633,2.931998408628463e-20,UP Significant
LSM2,1.3456636413616736,3.0936734593547806e-20,UP Significant
PPP1CC,1.4245251303439384,3.0960439690085447e-20,UP Significant
UBE3B,1.158831114100102,3.355660239151883e-20,UP Significant
ZNF217,1.211642999270326,3.397023164631635e-20,UP Significant
VPS37C,1.217781675779708,3.4821300093125554e-20,UP Significant
CPSF2,1.1770984242076332,3.613775898277976e-20,UP Significant
SNX15,1.3727500405407906,3.6237613640285704e-20,UP Significant
DNAJC2,1.1467155532467892,3.656162621906733e-20,UP Significant
PTPN23,1.2735483302650294,3.71999456250583e-20,UP Significant
NOL12,1.2572097566760148,3.8515571012491825e-20,UP Significant
LARP1,1.4334084153097377,3.9218472324511347e-20,UP Significant
GSK3A,1.0689695638676469,3.9511740041416477e-20,UP Significant
SLC38A7,1.2432715165192179,3.970670654128667e-20,UP Significant
TBXA2R,-1.0783556007692896,3.970670654128667e-20,DOWN Significant
CKAP2,1.7406028012142976,3.970670654128667e-20,UP Significant
SAP30BP,1.113224379160136,4.056084909347619e-20,UP Significant
CHMP3,1.1891334925844466,4.056084909347619e-20,UP Significant
E2F4,1.1234394746495093,4.147168891461664e-20,UP Significant
SEC23B,1.3493377700212852,4.151382626854558e-20,UP Significant
DNM2,1.008426002288008,4.212368982171682e-20,UP Significant
PIAS4,1.171430685015773,4.3066901862474494e-20,UP Significant
SERPINB1,1.2766909068440317,4.460145206435599e-20,UP Significant
SEC61A1,1.2935641135723506,4.59261165538168e-20,UP Significant
PUS7,1.107129695586824,4.6757155135729213e-20,UP Significant
ZNF414,1.130263131951685,4.737072960016328e-20,UP Significant
PIGM,1.1285790212477194,4.9050863613594583e-20,UP Significant
MRPS21,1.2278093497973526,4.9914726066346747e-20,UP Significant
C1orf131,1.4868986692625916,5.050941212909393e-20,UP Significant
HNRNPC,1.080501740412207,5.050941212909393e-20,UP Significant
IARS2,1.1437950060978919,5.163500862582169e-20,UP Significant
GEMIN7,1.1359666284509937,5.3015206831952403e-20,UP Significant
SNW1,1.059873681922805,5.302766496003971e-20,UP Significant
PDCD10,1.164095826109056,5.374046875489945e-20,UP Significant
XPO1,1.2296490428364146,5.401928284801615e-20,UP Significant
ELAVL1,1.0237985360933601,5.616543880061724e-20,UP Significant
HAT1,1.2857929774316896,5.674378734754998e-20,UP Significant
NAT2,-3.6338231608970424,5.756535468618616e-20,DOWN Significant
TSC1,1.2329896569754597,5.849745749938797e-20,UP Significant
UBE2S,2.080112752661602,5.926936081266832e-20,UP Significant
TBC1D7,1.306592612759086,6.098976730104769e-20,UP Significant
ATRN,1.288820225613856,6.140144862575814e-20,UP Significant
C12orf4,1.0535574160936503,6.150687754309201e-20,UP Significant
ATF2,1.0403697197046378,6.304687936222577e-20,UP Significant
CYHR1,1.2758621988964007,6.425950304931629e-20,UP Significant
DUSP12,1.4785188189480332,6.435017592518831e-20,UP Significant
SLC35C2,1.1272229700539738,6.679545113223985e-20,UP Significant
TXNL4A,1.0201802229674772,6.714693002211257e-20,UP Significant
MYOM2,-1.1696148719320318,6.963312765107374e-20,DOWN Significant
DBNL,1.0057733513104044,7.027771522768728e-20,UP Significant
TRNAU1AP,1.0936431563330338,7.324402551105893e-20,UP Significant
GNL3,1.3458517301728352,7.515167652952147e-20,UP Significant
CCNB2,2.660110569875664,7.665990466936132e-20,UP Significant
TMCO3,1.8806310662212153,8.017985794912797e-20,UP Significant
DHX30,1.018362648052097,8.017985794912797e-20,UP Significant
YY1AP1,1.398653969699112,8.0615237857821e-20,UP Significant
NFRKB,1.1475899111778831,8.065911030578475e-20,UP Significant
DDOST,1.3740793743440385,8.111451375513231e-20,UP Significant
MELK,2.072146291060707,8.121543537933837e-20,UP Significant
ZSCAN9,1.105446010715022,8.148361253437043e-20,UP Significant
NSF,1.0706434932548479,8.164314196665922e-20,UP Significant
DVL3,1.4084722352547328,8.5045833339793e-20,UP Significant
PRIM1,1.853199702032657,8.629414442136797e-20,UP Significant
UNK,1.4189652235486458,8.78128263012085e-20,UP Significant
JPT1,1.9125490094228215,8.816480105698039e-20,UP Significant
WIZ,1.111729773226482,9.475663374773581e-20,UP Significant
ILRUN,1.072884360241547,9.503779321964102e-20,UP Significant
POLR2K,1.529564234123721,9.595979668377077e-20,UP Significant
NGDN,1.0104184624911983,9.953009776660223e-20,UP Significant
TULP4,1.081250951819566,1.0052720203215291e-19,UP Significant
CDC73,1.1602061637534522,1.0052720203215291e-19,UP Significant
WASHC2A,1.4271395611317486,1.0206923107022011e-19,UP Significant
DNAAF5,1.1548711720205218,1.0268790382260229e-19,UP Significant
MTPN,1.1551789111808008,1.095686129332409e-19,UP Significant
UBE2A,1.2273535143480232,1.1051932302471405e-19,UP Significant
GMEB2,1.342219148681335,1.1076297704470555e-19,UP Significant
MSL1,1.3698213855121222,1.1404820060137026e-19,UP Significant
ANAPC5,1.1787397749254227,1.170939140533332e-19,UP Significant
MT2A,-3.444338335846222,1.196595754274914e-19,DOWN Significant
DYNC1I2,1.1933195980160698,1.214640839401091e-19,UP Significant
ZNF7,1.330813516626698,1.2368432576959708e-19,UP Significant
TMEM167A,1.040122705499213,1.2486781935122046e-19,UP Significant
IST1,1.0993730996906201,1.2509372501299432e-19,UP Significant
BMI1,1.1702280893113435,1.270807974140134e-19,UP Significant
TMEM79,1.176329772563582,1.2711472280272248e-19,UP Significant
LLGL2,1.3073033143411954,1.2752503764564856e-19,UP Significant
PIK3R2,1.9953108942164048,1.301536714171182e-19,UP Significant
SMC4,1.6732653503926551,1.309549748096984e-19,UP Significant
AC016747.3,1.0231999608913953,1.3171651127535922e-19,UP Significant
NFYC,1.0441130656655555,1.3428655344734037e-19,UP Significant
GARS1,1.2920488676117645,1.3663577038242596e-19,UP Significant
EIF2S1,1.1850908853811424,1.4047725669953466e-19,UP Significant
PRKD2,1.2028588211684292,1.4716625698074576e-19,UP Significant
SEC24C,1.3450949047877732,1.4895868314377274e-19,UP Significant
C17orf75,1.3627280393890149,1.493196619102435e-19,UP Significant
APEX2,1.0688370859183949,1.5185677923844362e-19,UP Significant
TBC1D13,1.6199594568187423,1.5426054424340932e-19,UP Significant
AP3D1,1.141139500243006,1.578641071512957e-19,UP Significant
NELFE,1.3332968951659734,1.5937604294905326e-19,UP Significant
TERF1,1.0197010518751055,1.5937604294905326e-19,UP Significant
SUMO2,1.1505601470785258,1.6232229600927322e-19,UP Significant
POLR3C,1.3109465963619689,1.6582532709210143e-19,UP Significant
GABRD,1.3373460236929033,1.6615208866451105e-19,UP Significant
ZNF335,1.048552005686289,1.671642476870681e-19,UP Significant
FOXK2,1.2571301879355974,1.6860850731033417e-19,UP Significant
PSMC6,1.0690731489632546,1.7288764621448042e-19,UP Significant
RRP15,1.3485070958812986,1.7704277050392833e-19,UP Significant
OTUD6B,1.3922930700348088,1.7798576710587792e-19,UP Significant
RECQL4,2.3885464252382422,1.7811308868703305e-19,UP Significant
FKBP1A,1.3144482324015065,1.7916487713790146e-19,UP Significant
RND3,-1.8141608678138241,1.8203979414560384e-19,DOWN Significant
ADNP,1.2937677161763514,1.8328808864079138e-19,UP Significant
POLR1G,1.0553855765187268,1.8732616775681928e-19,UP Significant
C19orf25,1.2034491803599598,1.8861256428101396e-19,UP Significant
NEK7,1.172601956128282,1.8877791448453957e-19,UP Significant
CCT2,1.445326296558422,1.925189501407142e-19,UP Significant
MED20,1.3549712751345517,2.0101565218188605e-19,UP Significant
CREB3L4,1.4947574995696016,2.0139411707148584e-19,UP Significant
ZNF512B,1.5867819259699778,2.022946014988432e-19,UP Significant
PRMT3,1.1264841886205428,2.0406709831036324e-19,UP Significant
DSN1,1.524304504319258,2.1112139523829017e-19,UP Significant
DDX46,1.0773157956581447,2.1404825874587754e-19,UP Significant
ZMAT2,1.0982660756577083,2.1541189149221854e-19,UP Significant
LPA,-1.9592426659322328,2.1564203268613981e-19,DOWN Significant
MCAM,1.7461384560713429,2.1637457831036252e-19,UP Significant
PLK1,2.32226309764248,2.292894608878767e-19,UP Significant
MAF1,1.3742636382841091,2.4208114784657134e-19,UP Significant
ZBED6CL,1.7886737185138315,2.481820529691232e-19,UP Significant
STAU2,1.189251293949487,2.482399730618593e-19,UP Significant
PARP1,1.715408245669022,2.4890924421403983e-19,UP Significant
MAU2,1.2201488827701072,2.5334971965142826e-19,UP Significant
TAGLN2,1.7146824692218354,2.5359917227171377e-19,UP Significant
CSNK2B,1.0351998336215469,2.594631491827429e-19,UP Significant
UGGT1,1.5636973117182964,2.6011912377294913e-19,UP Significant
U2SURP,1.238432400175193,2.689000136306986e-19,UP Significant
ITGB1BP1,1.4577013230689406,2.7400176415406983e-19,UP Significant
SUPT5H,1.1000178342806946,2.753055516157848e-19,UP Significant
C2orf68,1.1158677747237622,2.855829846777815e-19,UP Significant
SUV39H1,1.1459268495014359,2.918946173305448e-19,UP Significant
JMJD4,1.3744091125200995,2.9345455205844004e-19,UP Significant
UBXN2B,1.2008598819315566,2.9434976508372374e-19,UP Significant
PEDS1,1.2229456747919984,3.0059602483331957e-19,UP Significant
PHAX,1.0601483060366137,3.041350648536527e-19,UP Significant
RAC1,1.0981448603843882,3.072792465543485e-19,UP Significant
ZG16,-1.8106129093159797,3.160645063906851e-19,DOWN Significant
GRB2,1.1800856412808391,3.164371447849786e-19,UP Significant
ARPIN,1.212715915705024,3.1851938229849685e-19,UP Significant
ZSCAN16,1.2230051735964174,3.309585804749586e-19,UP Significant
MPZL1,2.181677288308078,3.417286309642872e-19,UP Significant
MAPK1,1.0812912795401104,3.518817751100301e-19,UP Significant
CNOT10,1.1723815271575626,3.604169866012925e-19,UP Significant
EIF4A3,1.2183214324733065,3.6298752567854682e-19,UP Significant
ADSS2,1.5045239850394672,3.6870589829362664e-19,UP Significant
ERCC2,1.2131530292267207,3.7288700772041268e-19,UP Significant
STX6,1.3270554497941305,3.925765892913088e-19,UP Significant
APEX1,1.1951871805028604,3.9692675583667675e-19,UP Significant
PBXIP1,1.4281906665137787,3.99265994184181e-19,UP Significant
NUP107,1.3971639586362081,4.0662889426872907e-19,UP Significant
HNRNPU,1.32627281301657,4.1403186646115893e-19,UP Significant
AHSA1,1.0989605031078762,4.16933835931402e-19,UP Significant
AAAS,1.1316391293734882,4.2084607706250487e-19,UP Significant
ARL1,1.0059784187335525,4.512541073475205e-19,UP Significant
NLE1,1.3237386389809536,4.533098730764526e-19,UP Significant
CBX1,1.6232607231771774,4.621313981053156e-19,UP Significant
ELOC,1.3655343274383585,4.798656985908306e-19,UP Significant
ATP6V1C1,1.6605086730936551,4.856921749425078e-19,UP Significant
CAND1,1.1403049229672644,5.235561178609734e-19,UP Significant
ZBTB41,1.043662727776031,5.246122140248495e-19,UP Significant
ACTR6,1.2051574604079285,5.347457362605856e-19,UP Significant
SPDL1,1.671968374743313,5.379683397584731e-19,UP Significant
USP36,1.1175124780299983,5.500801012475059e-19,UP Significant
ARPC1A,1.1495201113495908,5.58562341216326e-19,UP Significant
STARD3,1.4748983255939194,5.621193742495211e-19,UP Significant
NOL11,1.142540750697333,5.750017706642349e-19,UP Significant
ITGB1,1.1141630912403109,5.79383952759794e-19,UP Significant
DPM2,1.0821225070130858,5.79383952759794e-19,UP Significant
ACTR1A,1.080427103491076,6.065201292658585e-19,UP Significant
TM9SF1,1.013312064524972,6.068389091158922e-19,UP Significant
ADA,1.2438546947879052,6.090609029224394e-19,UP Significant
RALA,1.056433094685444,6.164545553030777e-19,UP Significant
SHISA5,1.1453772733674725,6.353501185479998e-19,UP Significant
ALMS1,1.0838181281811405,6.485868355689562e-19,UP Significant
MTHFD1L,1.5052706144506907,6.609577730323076e-19,UP Significant
ACTL6A,1.3890232593542757,6.686112409465094e-19,UP Significant
EXOC7,1.3183425041900514,6.867250587965502e-19,UP Significant
IPO9,1.402368218434078,6.913209043522244e-19,UP Significant
PYCR3,1.1877205802619968,6.952274085211818e-19,UP Significant
SOWAHA,1.8559358552242644,7.122132575706967e-19,UP Significant
NEK4,1.222231531598134,7.136680193832501e-19,UP Significant
CDCA3,2.2708207242851852,7.17827890437061e-19,UP Significant
RALGAPB,1.032897310580377,7.18127823335088e-19,UP Significant
DOCK6,1.2747913995629334,7.18127823335088e-19,UP Significant
HLTF,1.315518865475925,7.226018406345443e-19,UP Significant
CPSF4,1.41173124020791,7.248970892565546e-19,UP Significant
CNP,1.3315072449377312,7.392026896404971e-19,UP Significant
MOGAT2,-2.9392842083089343,7.540140439773282e-19,DOWN Significant
SLC35B2,1.6844058383529514,7.61849380818934e-19,UP Significant
LPP,1.065641160297753,7.779236087463236e-19,UP Significant
POGK,1.3690564959406941,8.122552116473665e-19,UP Significant
TRIM27,1.4114626324637998,8.138411008788959e-19,UP Significant
BYSL,1.20906176068938,8.351440590616824e-19,UP Significant
AGPS,1.297759474381957,8.352283353187018e-19,UP Significant
TXNDC5,1.2833236415250973,8.500098108961722e-19,UP Significant
RAN,1.7544189263142362,8.56751194974798e-19,UP Significant
WIPF2,1.1326627011392165,8.62471106654891e-19,UP Significant
CASK,1.2850685813790066,8.62471106654891e-19,UP Significant
CDK5RAP2,1.1225152925964346,8.742669079165623e-19,UP Significant
MCM6,2.070403948260552,8.84921221109317e-19,UP Significant
CAPZA1,1.1529055184364339,8.970653106672815e-19,UP Significant
COLGALT1,1.2693574732591553,9.243148703297006e-19,UP Significant
ZFAND3,1.0930647055517393,9.283324900888092e-19,UP Significant
CLNS1A,1.0763019411900894,9.406070000412315e-19,UP Significant
LOXL2,1.4948560391211758,9.463597889451843e-19,UP Significant
SRSF1,1.0273779012179647,9.676137585367074e-19,UP Significant
DGKZ,1.3441667012044562,9.943970344694177e-19,UP Significant
GBA3,-3.659543234451391,1.0094716740752931e-18,DOWN Significant
PARP12,1.4864129922657408,1.0127335530081587e-18,UP Significant
KLHL23,1.4791154966263147,1.0228594179814277e-18,UP Significant
ECT2,2.121047610339587,1.0684086235949492e-18,UP Significant
SLC25A51,1.0360097818635103,1.0684086235949492e-18,UP Significant
CUL4B,1.23892683578419,1.0710198563530884e-18,UP Significant
ZNF764,1.0151312950567524,1.1099909841508134e-18,UP Significant
ILF3,1.572238217410567,1.1512141469401994e-18,UP Significant
DYM,1.001283428482644,1.1520061455646147e-18,UP Significant
SPPL2B,1.162451366378309,1.1635528302454416e-18,UP Significant
ZNF232,1.0749626591985069,1.180109319045833e-18,UP Significant
LRP11,1.5876047755697238,1.2365773253005603e-18,UP Significant
SHARPIN,1.4795303244891738,1.2366976454400635e-18,UP Significant
AL161668.5,-2.0766313199926323,1.2409083143497883e-18,DOWN Significant
KCTD10,1.1164735553788867,1.2815057281173353e-18,UP Significant
POLR1A,1.1299613392266619,1.3066725672156435e-18,UP Significant
SNRPB2,1.1492245865636521,1.3078945745429667e-18,UP Significant
CCNK,1.1812540882581994,1.339684841623541e-18,UP Significant
UCHL5,1.3238601224772797,1.3744178425101035e-18,UP Significant
TNRC18,1.7229287946603091,1.4153251296923782e-18,UP Significant
LUC7L3,1.3022952524687499,1.419462094462314e-18,UP Significant
STRN4,1.4437954067541265,1.4285998368209146e-18,UP Significant
RAB5IF,1.077029431616503,1.4306107456368755e-18,UP Significant
AURKB,2.448912480496354,1.4605640435146595e-18,UP Significant
CHAF1A,1.5575559029733326,1.4982315306990031e-18,UP Significant
BUB3,1.4938964693684391,1.521374110039069e-18,UP Significant
LCAT,-2.872894839164565,1.5275307137516185e-18,DOWN Significant
NUDCD1,1.5089788690222847,1.528766251891685e-18,UP Significant
TMEM165,1.3924348316579245,1.5500970795537997e-18,UP Significant
RAB5C,1.053850723418856,1.5527227401112685e-18,UP Significant
SNRPE,1.9103824552383948,1.5527227401112685e-18,UP Significant
MFN1,1.0002435589656282,1.5716957263130113e-18,UP Significant
ZDHHC12,1.245157228015049,1.5862271887996272e-18,UP Significant
TAF2,1.10912749076297,1.5907331431708824e-18,UP Significant
TEAD3,1.1650605153229627,1.6501555687060863e-18,UP Significant
RP11-83B6.1,-1.594776824361501,1.701357010819061e-18,DOWN Significant
SLC39A6,1.2544771828290067,1.7024519837624832e-18,UP Significant
ANKRD27,1.159608478203251,1.7129826702892644e-18,UP Significant
MIB1,1.1489343444771425,1.7456109964919693e-18,UP Significant
JOSD2,1.1272153364780366,1.806628870115877e-18,UP Significant
ATG9A,1.2149553038500915,1.8948410835725977e-18,UP Significant
CTR9,1.0834554306931832,1.8948410835725977e-18,UP Significant
FUBP1,1.468483716003162,1.910386105088421e-18,UP Significant
CAMKK2,1.0054895619841875,1.9192511124797498e-18,UP Significant
TUBB,1.4480179533678688,1.941873981285282e-18,UP Significant
CENPF,2.779257924893973,1.9529439934689115e-18,UP Significant
HMGN4,1.5393504906829163,1.966257102775914e-18,UP Significant
GID8,1.1202069103859187,2.1023394472493585e-18,UP Significant
RIT1,1.3415664312986266,2.264254593644315e-18,UP Significant
NCAPG,1.8125450627209576,2.2936737778914493e-18,UP Significant
DTNA,1.9448331283097673,2.3269514207162232e-18,UP Significant
NELFCD,1.1855976238733188,2.3344966185304374e-18,UP Significant
FBXO9,1.4408207211422912,2.39510583500057e-18,UP Significant
CEP170B,1.1481096691507309,2.4437070774226364e-18,UP Significant
TPRKB,1.1551459179388526,2.489719598893205e-18,UP Significant
SLC22A10,-2.9485153878835226,2.504213919795505e-18,DOWN Significant
METTL3,1.2097836206894943,2.690607695521134e-18,UP Significant
C1orf35,1.5556039907313584,2.752502811229202e-18,UP Significant
DAPK3,1.0883466964190167,2.7758614472776773e-18,UP Significant
ATP6V0A1,1.3970299539973294,2.8311593225489993e-18,UP Significant
ATP2C1,1.0503511425951886,2.8830404811583183e-18,UP Significant
WNK1,1.2436762285963474,2.883811575062257e-18,UP Significant
PTK2,1.5902614711475507,2.8908732429262497e-18,UP Significant
SAMD1,1.352116226543514,3.054253103735765e-18,UP Significant
LRRC59,1.2277802909311601,3.0891765634762544e-18,UP Significant
CRNKL1,1.1195963459176674,3.098209667229763e-18,UP Significant
DHRS1,-1.4783437014597975,3.140146143318534e-18,DOWN Significant
CEP250,1.421142022979883,3.190492658796669e-18,UP Significant
RPN2,1.581132540384866,3.213003522576918e-18,UP Significant
RPUSD1,1.0897466392316297,3.230412089490533e-18,UP Significant
CCDC138,1.1268750821957663,3.250869106322189e-18,UP Significant
TMEM69,1.1364310712343944,3.2517331145598847e-18,UP Significant
ADRA1B,-1.2278242846927787,3.2756103307806738e-18,DOWN Significant
CDCA5,2.207854491976948,3.3167127117407755e-18,UP Significant
PDRG1,1.1785380087476316,3.343645294100938e-18,UP Significant
EXOC6,1.3746176782699406,3.3567244515107096e-18,UP Significant
RFXANK,1.563882561024077,3.5154454175214546e-18,UP Significant
FAM168B,1.5039687060858955,3.573029006676881e-18,UP Significant
DENND10,1.2827544846245815,3.633380077552993e-18,UP Significant
PYGB,1.6149935425603208,3.636442725008666e-18,UP Significant
FOXM1,2.5211003013431115,3.646855776181252e-18,UP Significant
RPS6KC1,1.2395989280467643,3.6595204545041364e-18,UP Significant
LAGE3,1.2722423663023612,3.668353564794232e-18,UP Significant
MARS1,1.2268147432234167,3.6889463685603466e-18,UP Significant
HAUS1,1.3665618271915414,3.737101079762976e-18,UP Significant
PIGS,1.661365272828312,3.785911755844434e-18,UP Significant
CTNNB1,1.3228588969905921,3.933618678139965e-18,UP Significant
FAHD2A,-1.22857162973947,3.990554196187503e-18,DOWN Significant
B4GALT3,1.516953313773982,4.000959591500196e-18,UP Significant
PPP2R1A,1.2087959253543135,4.036767462795533e-18,UP Significant
PAK1,1.2262094901878018,4.066587973445352e-18,UP Significant
ITGB3BP,1.4735832211395132,4.096418468703499e-18,UP Significant
TMEM50A,1.0219257742384205,4.2394105309034436e-18,UP Significant
LSM4,1.4786593929844276,4.3376249162602125e-18,UP Significant
ZNRF1,1.1503469328076639,4.367836890947936e-18,UP Significant
ZNF91,1.0120629088874562,4.4025704094931345e-18,UP Significant
MAPKAPK5,1.2183929315581592,4.425045006818878e-18,UP Significant
WDR45B,1.0146629606683235,4.476654183969573e-18,UP Significant
RAB3IP,1.270988486881135,4.498119620119827e-18,UP Significant
LRRC14,1.702794022457545,4.498119620119827e-18,UP Significant
KIF20A,1.952547816954129,4.547604844850911e-18,UP Significant
ATF7,1.0183853457184662,4.5984498130850164e-18,UP Significant
VAMP4,1.1047188102278427,4.646139728135259e-18,UP Significant
EVI5L,1.1870681356934476,4.95000706411183e-18,UP Significant
RP11-147L13.13,1.210052531006197,4.965922931877933e-18,UP Significant
CWF19L1,1.2141272639761826,5.0255173481188765e-18,UP Significant
ABCC10,1.8673106009343978,5.068296307108015e-18,UP Significant
PSKH1,1.322083337827657,5.299801474090474e-18,UP Significant
WDR5,1.2799552035845707,5.410784873899503e-18,UP Significant
USP21,1.5774724219534655,5.448057879193805e-18,UP Significant
ADCY6,1.6292369393444046,5.576438678622894e-18,UP Significant
ANAPC1,1.1038803273769744,5.625437592211146e-18,UP Significant
ZNF696,1.3969591481039312,5.672015080170558e-18,UP Significant
SORT1,2.1529362477316507,5.758265772465412e-18,UP Significant
DNM1L,1.1958468475299133,5.820349064721852e-18,UP Significant
WDR53,1.0526909134346027,5.8435961074338095e-18,UP Significant
OCRL,1.0664164358316308,5.96126723217737e-18,UP Significant
SH3GLB2,1.2727210379866505,6.130091516588778e-18,UP Significant
COL4A2,2.1282952633516343,6.139257243935301e-18,UP Significant
CMSS1,1.1783834232686887,6.2990731808210334e-18,UP Significant
KIFC2,1.7672513714302944,6.453531413906991e-18,UP Significant
FRMD8,1.2548440030090169,6.6346015334738004e-18,UP Significant
NUP133,1.3837568858984355,7.04220272586519e-18,UP Significant
R3HDM1,1.4115717974655442,7.119745156701149e-18,UP Significant
PGP,1.3254446647632907,7.155107833830894e-18,UP Significant
DHX34,1.2290848163818735,7.164539972907379e-18,UP Significant
FBXL18,1.1446917605582958,7.261417268481822e-18,UP Significant
AGPAT1,1.4165515709992043,7.303118267870789e-18,UP Significant
STK25,1.3187004924927548,7.323957386985635e-18,UP Significant
CKS1B,1.452818423443765,7.463742663636591e-18,UP Significant
GTF2IP1,1.4063532665792269,7.96758419427205e-18,UP Significant
PPIH,1.19535014331877,8.013666155869723e-18,UP Significant
CPEB3,-1.169330686727921,8.227055418544202e-18,DOWN Significant
OPN3,1.7495531635034882,8.24579761621326e-18,UP Significant
ENTPD6,1.4590729112648595,8.672057056807782e-18,UP Significant
ZBTB45,1.243774828413071,8.684803576820955e-18,UP Significant
PARG,1.0485900534255517,8.997142874615226e-18,UP Significant
CPED1,-1.7620555372634081,9.050471824453636e-18,DOWN Significant
CS,1.718020210220737,9.60658704510684e-18,UP Significant
GTF2H3,1.2269853489157936,9.623555293057299e-18,UP Significant
ECD,1.1159752203852316,9.81149064611633e-18,UP Significant
RECQL5,1.1123505639488283,9.886481067477478e-18,UP Significant
HSF2,1.0852019554219892,9.891776490166302e-18,UP Significant
